04-18-2026 17:38:09 RAM 5734/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@883,0%@883,1%@883,1%@883,0%@1510,82%@1510] GR3D_FREQ 99% cpu@59.031C soc2@57.937C soc0@56.906C gpu@58.281C tj@59.031C soc1@57.625C VDD_IN 7028mW/7028mW VDD_CPU_GPU_CV 1950mW/1950mW VDD_SOC 1754mW/1754mW
04-18-2026 17:38:42 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,3%@1510,0%@1510,1%@1510,3%@1510,100%@1510] GR3D_FREQ 56% cpu@59.218C soc2@58.625C soc0@57.187C gpu@59.437C tj@59.437C soc1@57.968C VDD_IN 9047mW/8998mW VDD_CPU_GPU_CV 3401mW/3389mW VDD_SOC 1941mW/1928mW
04-18-2026 17:38:43 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,0%@1510,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 60% cpu@59.187C soc2@58.562C soc0@57.218C gpu@59.093C tj@59.187C soc1@58.031C VDD_IN 9086mW/8999mW VDD_CPU_GPU_CV 3441mW/3390mW VDD_SOC 1941mW/1928mW
04-18-2026 17:38:43 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@59.312C soc2@58.593C soc0@57.25C gpu@59.125C tj@59.312C soc1@58.062C VDD_IN 9086mW/9000mW VDD_CPU_GPU_CV 3441mW/3391mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:44 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [5%@1510,1%@1510,3%@1510,3%@729,0%@1510,98%@1510] GR3D_FREQ 71% cpu@59.218C soc2@58.531C soc0@57.218C gpu@59.156C tj@59.218C soc1@58C VDD_IN 9047mW/9001mW VDD_CPU_GPU_CV 3401mW/3391mW VDD_SOC 1901mW/1928mW
04-18-2026 17:38:44 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@1510,1%@1510,1%@729,0%@1510,100%@1510] GR3D_FREQ 69% cpu@59.218C soc2@58.531C soc0@57.406C gpu@59.062C tj@59.218C soc1@58.031C VDD_IN 9007mW/9001mW VDD_CPU_GPU_CV 3401mW/3391mW VDD_SOC 1901mW/1928mW
04-18-2026 17:38:45 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@729,3%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 63% cpu@59.312C soc2@58.562C soc0@57.375C gpu@59.281C tj@59.312C soc1@58C VDD_IN 9086mW/9002mW VDD_CPU_GPU_CV 3480mW/3392mW VDD_SOC 1941mW/1928mW
04-18-2026 17:38:45 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@1510,1%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 59% cpu@59.218C soc2@58.531C soc0@57.406C gpu@59.343C tj@59.343C soc1@58C VDD_IN 9086mW/9003mW VDD_CPU_GPU_CV 3480mW/3394mW VDD_SOC 1941mW/1928mW
04-18-2026 17:38:46 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,1%@729,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@59.093C soc2@58.5C soc0@57.343C gpu@59.468C tj@59.468C soc1@58.062C VDD_IN 9086mW/9005mW VDD_CPU_GPU_CV 3441mW/3394mW VDD_SOC 1941mW/1928mW
04-18-2026 17:38:46 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,0%@1510,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 52% cpu@59.156C soc2@58.5C soc0@57.343C gpu@59.093C tj@59.156C soc1@58.093C VDD_IN 9007mW/9005mW VDD_CPU_GPU_CV 3401mW/3394mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:47 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,1%@1510,7%@1510,1%@1510,0%@1510,100%@1510] GR3D_FREQ 55% cpu@59.218C soc2@58.5C soc0@57.218C gpu@59.531C tj@59.531C soc1@58.25C VDD_IN 9047mW/9005mW VDD_CPU_GPU_CV 3401mW/3394mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:47 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,0%@1510,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 67% cpu@59.218C soc2@58.593C soc0@57.281C gpu@59.125C tj@59.218C soc1@58.281C VDD_IN 9166mW/9007mW VDD_CPU_GPU_CV 3441mW/3395mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:48 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 70% cpu@59.531C soc2@58.468C soc0@57.281C gpu@59.125C tj@59.531C soc1@58.187C VDD_IN 9086mW/9008mW VDD_CPU_GPU_CV 3441mW/3396mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:48 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 59% cpu@59.125C soc2@58.5C soc0@57.218C gpu@59.187C tj@59.187C soc1@58.187C VDD_IN 9007mW/9008mW VDD_CPU_GPU_CV 3401mW/3396mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:49 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@1510,1%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@59.281C soc2@58.5C soc0@57.218C gpu@59.406C tj@59.406C soc1@58.218C VDD_IN 9007mW/9008mW VDD_CPU_GPU_CV 3401mW/3396mW VDD_SOC 1901mW/1929mW
04-18-2026 17:38:49 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 55% cpu@59.312C soc2@58.5C soc0@57.281C gpu@59.093C tj@59.312C soc1@58.125C VDD_IN 9047mW/9009mW VDD_CPU_GPU_CV 3441mW/3396mW VDD_SOC 1901mW/1928mW
04-18-2026 17:38:50 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@729,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 69% cpu@59.562C soc2@58.562C soc0@57.281C gpu@59.437C tj@59.562C soc1@58.062C VDD_IN 9086mW/9010mW VDD_CPU_GPU_CV 3441mW/3397mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:50 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@729,3%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 56% cpu@59.281C soc2@58.468C soc0@57.25C gpu@59.593C tj@59.593C soc1@58.187C VDD_IN 9007mW/9010mW VDD_CPU_GPU_CV 3441mW/3397mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:51 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@729,3%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 56% cpu@59.437C soc2@58.593C soc0@57.218C gpu@59.125C tj@59.437C soc1@58.062C VDD_IN 9007mW/9010mW VDD_CPU_GPU_CV 3401mW/3397mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:51 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 59% cpu@59.218C soc2@58.625C soc0@57.25C gpu@59.312C tj@59.468C soc1@58.093C VDD_IN 9047mW/9010mW VDD_CPU_GPU_CV 3401mW/3397mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:52 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,1%@1510,0%@1510,0%@729,0%@1510,100%@1510] GR3D_FREQ 57% cpu@59.25C soc2@58.593C soc0@57.5C gpu@59.312C tj@59.312C soc1@58.156C VDD_IN 9086mW/9011mW VDD_CPU_GPU_CV 3480mW/3398mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:52 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@1510,3%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 64% cpu@59.25C soc2@58.593C soc0@57.468C gpu@59.625C tj@59.625C soc1@58.093C VDD_IN 9086mW/9012mW VDD_CPU_GPU_CV 3441mW/3399mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:53 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [7%@1510,0%@729,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 55% cpu@59.218C soc2@58.656C soc0@57.437C gpu@59.343C tj@59.343C soc1@58.031C VDD_IN 9007mW/9012mW VDD_CPU_GPU_CV 3401mW/3399mW VDD_SOC 1941mW/1929mW
04-18-2026 17:38:53 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@911,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 68% cpu@59.281C soc2@58.562C soc0@57.406C gpu@59.468C tj@59.468C soc1@58.031C VDD_IN 8967mW/9011mW VDD_CPU_GPU_CV 3401mW/3399mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:54 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@1510,1%@1510,0%@1510,1%@1510,100%@1510] GR3D_FREQ 63% cpu@59.281C soc2@58.531C soc0@57.406C gpu@59.187C tj@59.281C soc1@57.968C VDD_IN 9086mW/9012mW VDD_CPU_GPU_CV 3480mW/3400mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:54 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@934,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 52% cpu@59.062C soc2@58.562C soc0@57.375C gpu@59.25C tj@59.25C soc1@58.062C VDD_IN 9047mW/9012mW VDD_CPU_GPU_CV 3441mW/3400mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:55 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,1%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 55% cpu@59.218C soc2@58.625C soc0@57.375C gpu@59.218C tj@59.218C soc1@58C VDD_IN 9007mW/9012mW VDD_CPU_GPU_CV 3401mW/3400mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:55 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 65% cpu@59.218C soc2@58.5C soc0@57.375C gpu@59.437C tj@59.437C soc1@58C VDD_IN 9007mW/9012mW VDD_CPU_GPU_CV 3401mW/3400mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:56 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [5%@1510,0%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@59.562C soc2@58.5C soc0@57.312C gpu@59.593C tj@59.593C soc1@58.343C VDD_IN 9086mW/9013mW VDD_CPU_GPU_CV 3441mW/3401mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:56 RAM 5736/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,1%@729,3%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 69% cpu@59.218C soc2@58.531C soc0@57.312C gpu@59.437C tj@59.437C soc1@58.343C VDD_IN 9086mW/9014mW VDD_CPU_GPU_CV 3441mW/3401mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:57 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@1510,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 57% cpu@59.406C soc2@58.5C soc0@57.343C gpu@59.562C tj@59.562C soc1@58.281C VDD_IN 9086mW/9015mW VDD_CPU_GPU_CV 3441mW/3402mW VDD_SOC 1941mW/1930mW
04-18-2026 17:38:57 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,1%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 57% cpu@59.343C soc2@58.5C soc0@57.343C gpu@59.187C tj@59.343C soc1@58.25C VDD_IN 8928mW/9014mW VDD_CPU_GPU_CV 3361mW/3401mW VDD_SOC 1944mW/1930mW
04-18-2026 17:38:58 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 56% cpu@59.156C soc2@58.531C soc0@57.312C gpu@59.25C tj@59.25C soc1@58.156C VDD_IN 9047mW/9014mW VDD_CPU_GPU_CV 3401mW/3401mW VDD_SOC 1941mW/1931mW
04-18-2026 17:38:58 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 63% cpu@59.312C soc2@58.5C soc0@57.281C gpu@59.406C tj@59.406C soc1@58.156C VDD_IN 9086mW/9015mW VDD_CPU_GPU_CV 3480mW/3402mW VDD_SOC 1941mW/1931mW
04-18-2026 17:38:59 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 62% cpu@59.312C soc2@58.531C soc0@57.25C gpu@59.531C tj@59.531C soc1@58.187C VDD_IN 9086mW/9015mW VDD_CPU_GPU_CV 3480mW/3403mW VDD_SOC 1941mW/1931mW
04-18-2026 17:38:59 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,0%@1510,0%@729,0%@729,3%@1510,100%@1510] GR3D_FREQ 69% cpu@59.625C soc2@58.5C soc0@57.281C gpu@59.125C tj@59.625C soc1@58.125C VDD_IN 8967mW/9015mW VDD_CPU_GPU_CV 3401mW/3403mW VDD_SOC 1904mW/1931mW
04-18-2026 17:39:00 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@915,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 62% cpu@59.343C soc2@58.656C soc0@57.281C gpu@59.156C tj@59.343C soc1@58.187C VDD_IN 9007mW/9015mW VDD_CPU_GPU_CV 3401mW/3403mW VDD_SOC 1944mW/1931mW
04-18-2026 17:39:00 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@1510,5%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 75% cpu@59.406C soc2@58.625C soc0@57.406C gpu@59.125C tj@59.406C soc1@58.093C VDD_IN 9086mW/9016mW VDD_CPU_GPU_CV 3441mW/3403mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:01 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,1%@1510,2%@729,3%@729,0%@1510,100%@1510] GR3D_FREQ 59% cpu@59.437C soc2@58.656C soc0@57.437C gpu@59.187C tj@59.437C soc1@58.093C VDD_IN 9126mW/9017mW VDD_CPU_GPU_CV 3480mW/3404mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:01 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,0%@1510,3%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 72% cpu@59.156C soc2@58.562C soc0@57.562C gpu@59.312C tj@59.312C soc1@58.062C VDD_IN 9086mW/9017mW VDD_CPU_GPU_CV 3441mW/3404mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:02 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,3%@1510,0%@903,5%@729,0%@1510,100%@1510] GR3D_FREQ 55% cpu@59.375C soc2@58.625C soc0@57.406C gpu@59.468C tj@59.468C soc1@58.062C VDD_IN 9007mW/9017mW VDD_CPU_GPU_CV 3401mW/3404mW VDD_SOC 1901mW/1931mW
04-18-2026 17:39:02 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 63% cpu@59.375C soc2@58.593C soc0@57.375C gpu@59.718C tj@59.718C soc1@58.093C VDD_IN 9086mW/9018mW VDD_CPU_GPU_CV 3441mW/3404mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:03 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [5%@1510,3%@1510,0%@729,3%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@59.281C soc2@58.656C soc0@57.468C gpu@59.218C tj@59.281C soc1@58.062C VDD_IN 9126mW/9019mW VDD_CPU_GPU_CV 3480mW/3405mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:03 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@1510,1%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 60% cpu@59.218C soc2@58.625C soc0@57.468C gpu@59.312C tj@59.312C soc1@58.093C VDD_IN 9126mW/9020mW VDD_CPU_GPU_CV 3441mW/3405mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:04 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,0%@1510,5%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 55% cpu@59.218C soc2@58.687C soc0@57.437C gpu@59.312C tj@59.375C soc1@58.125C VDD_IN 9007mW/9020mW VDD_CPU_GPU_CV 3401mW/3405mW VDD_SOC 1901mW/1931mW
04-18-2026 17:39:04 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 59% cpu@59.187C soc2@58.593C soc0@57.375C gpu@59.468C tj@59.468C soc1@58.125C VDD_IN 9007mW/9020mW VDD_CPU_GPU_CV 3401mW/3405mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:05 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [1%@1510,1%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 57% cpu@59.281C soc2@58.625C soc0@57.437C gpu@59.437C tj@59.437C soc1@58.093C VDD_IN 9126mW/9021mW VDD_CPU_GPU_CV 3441mW/3406mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:06 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,0%@729,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@59.718C soc2@58.562C soc0@57.468C gpu@59.5C tj@59.718C soc1@58.375C VDD_IN 9166mW/9022mW VDD_CPU_GPU_CV 3441mW/3406mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:06 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,0%@1510,1%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 63% cpu@59.187C soc2@58.656C soc0@57.375C gpu@59.156C tj@59.187C soc1@58.312C VDD_IN 9007mW/9022mW VDD_CPU_GPU_CV 3401mW/3406mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:07 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 71% cpu@59.281C soc2@58.531C soc0@57.375C gpu@59.218C tj@59.281C soc1@58.218C VDD_IN 9007mW/9022mW VDD_CPU_GPU_CV 3401mW/3406mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:07 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,1%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 61% cpu@59.531C soc2@58.593C soc0@57.343C gpu@59.312C tj@59.531C soc1@58.312C VDD_IN 9086mW/9022mW VDD_CPU_GPU_CV 3441mW/3406mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:08 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [0%@1510,1%@729,1%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 73% cpu@59.656C soc2@58.625C soc0@57.406C gpu@59.468C tj@59.656C soc1@58.281C VDD_IN 9086mW/9023mW VDD_CPU_GPU_CV 3480mW/3407mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:08 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [2%@1510,1%@1510,3%@1510,1%@904,0%@1510,100%@1510] GR3D_FREQ 63% cpu@59.281C soc2@58.593C soc0@57.375C gpu@59.656C tj@59.656C soc1@58.343C VDD_IN 9126mW/9024mW VDD_CPU_GPU_CV 3480mW/3407mW VDD_SOC 1941mW/1931mW
04-18-2026 17:39:09 RAM 5735/7620MB (lfb 2x4MB) SWAP 3792/3810MB (cached 117MB) CPU [3%@1510,1%@915,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 63% cpu@59.5C soc2@58.625C soc0@57.375C gpu@59.406C tj@59.5C soc1@58.281C VDD_IN 8967mW/9023mW VDD_CPU_GPU_CV 3401mW/3407mW VDD_SOC 1901mW/1931mW
