04-18-2026 12:19:22 RAM 3840/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@883,1%@883,1%@883,0%@883,0%@1510,97%@1510] GR3D_FREQ 66% cpu@55.968C soc2@55.125C soc0@54.062C gpu@55.437C tj@55.968C soc1@55.187C VDD_IN 6089mW/6089mW VDD_CPU_GPU_CV 1440mW/1440mW VDD_SOC 1560mW/1560mW
04-18-2026 12:19:56 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,1%@1510,3%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 53% cpu@55.906C soc2@55.125C soc0@54.218C gpu@55.25C tj@56.062C soc1@55.062C VDD_IN 6760mW/6746mW VDD_CPU_GPU_CV 1913mW/1902mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:56 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,1%@1510,2%@1510,0%@1510,98%@1510] GR3D_FREQ 51% cpu@55.906C soc2@55.062C soc0@54.156C gpu@55.312C tj@55.906C soc1@55C VDD_IN 6760mW/6746mW VDD_CPU_GPU_CV 1913mW/1902mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:57 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,1%@1510,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 49% cpu@55.937C soc2@55.093C soc0@54.093C gpu@55.468C tj@55.937C soc1@54.968C VDD_IN 6760mW/6746mW VDD_CPU_GPU_CV 1913mW/1902mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:57 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@55.937C soc2@55.093C soc0@54.125C gpu@55.687C tj@55.937C soc1@54.937C VDD_IN 6760mW/6746mW VDD_CPU_GPU_CV 1913mW/1902mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:58 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,2%@729,5%@729,1%@1510,100%@1510] GR3D_FREQ 50% cpu@55.968C soc2@55.093C soc0@54.156C gpu@55.187C tj@55.968C soc1@55.062C VDD_IN 6760mW/6747mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:58 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,0%@1510,0%@1510,1%@1510,100%@1510] GR3D_FREQ 50% cpu@55.843C soc2@55.093C soc0@54.093C gpu@55.281C tj@55.843C soc1@54.968C VDD_IN 6760mW/6747mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:59 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@925,2%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 54% cpu@56.312C soc2@55.062C soc0@54.031C gpu@55.281C tj@56.312C soc1@55.187C VDD_IN 6760mW/6747mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:19:59 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [5%@1510,0%@1510,0%@1510,1%@1510,0%@1510,100%@1510] GR3D_FREQ 53% cpu@55.937C soc2@55.093C soc0@53.968C gpu@55.281C tj@55.937C soc1@55.25C VDD_IN 6760mW/6747mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:00 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [2%@1510,0%@1510,1%@1510,1%@1510,0%@1510,100%@1510] GR3D_FREQ 46% cpu@56.093C soc2@55.062C soc0@54.031C gpu@55.343C tj@56.093C soc1@55.031C VDD_IN 6760mW/6747mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:00 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@56.218C soc2@55.093C soc0@54C gpu@55.25C tj@56.218C soc1@55.031C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:01 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@1510,5%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 52% cpu@56.062C soc2@55.031C soc0@53.937C gpu@55.312C tj@56.281C soc1@55.125C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:01 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@909,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 50% cpu@56C soc2@55.125C soc0@53.906C gpu@55.468C tj@56C soc1@55.062C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1903mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:02 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@1510,0%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 56% cpu@56.031C soc2@55.125C soc0@53.906C gpu@55.687C tj@56.031C soc1@54.968C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:02 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,2%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 58% cpu@55.906C soc2@55.125C soc0@54C gpu@55.218C tj@56.187C soc1@55C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:03 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [3%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 48% cpu@55.843C soc2@55.156C soc0@54C gpu@55.312C tj@55.843C soc1@55.031C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:03 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 55% cpu@55.937C soc2@55.125C soc0@53.937C gpu@55.375C tj@55.937C soc1@54.875C VDD_IN 6760mW/6748mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:04 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@917,1%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 52% cpu@55.843C soc2@55.093C soc0@54.156C gpu@55.531C tj@56.093C soc1@54.906C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:04 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [3%@1510,0%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 58% cpu@55.906C soc2@55.062C soc0@54.125C gpu@55.125C tj@55.906C soc1@54.937C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:05 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,3%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@55.875C soc2@55C soc0@54.093C gpu@55.187C tj@55.875C soc1@55C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:05 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,1%@729,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 51% cpu@55.937C soc2@55.093C soc0@54.093C gpu@55.343C tj@56.031C soc1@54.937C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:06 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [3%@1510,0%@1510,0%@1510,1%@1510,0%@1510,100%@1510] GR3D_FREQ 52% cpu@55.843C soc2@55C soc0@54.093C gpu@55.187C tj@55.843C soc1@54.906C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:06 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@729,3%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 51% cpu@55.875C soc2@55.062C soc0@54.093C gpu@55.343C tj@55.875C soc1@54.937C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1904mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:07 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,3%@1510,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 52% cpu@55.843C soc2@55.093C soc0@54.031C gpu@55.437C tj@56C soc1@54.906C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1905mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:07 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 51% cpu@55.843C soc2@55C soc0@54.093C gpu@55.656C tj@55.843C soc1@54.906C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1905mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:08 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@1510,1%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 52% cpu@55.812C soc2@55.093C soc0@54C gpu@55.25C tj@55.812C soc1@54.906C VDD_IN 6760mW/6749mW VDD_CPU_GPU_CV 1913mW/1905mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:08 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,3%@1510,1%@1510,1%@1510,0%@1510,100%@1510] GR3D_FREQ 56% cpu@56.281C soc2@55C soc0@54C gpu@55.281C tj@56.281C soc1@55.218C VDD_IN 6760mW/6750mW VDD_CPU_GPU_CV 1913mW/1905mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:09 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [5%@1510,1%@1510,1%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 57% cpu@55.781C soc2@55.093C soc0@54C gpu@55.156C tj@55.781C soc1@55.187C VDD_IN 6760mW/6750mW VDD_CPU_GPU_CV 1913mW/1905mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:09 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [14%@1510,11%@1510,10%@1510,8%@1510,9%@1510,100%@1510] GR3D_FREQ 49% cpu@56C soc2@55C soc0@54C gpu@55.218C tj@56C soc1@55.125C VDD_IN 6829mW/6751mW VDD_CPU_GPU_CV 1953mW/1905mW VDD_SOC 1637mW/1597mW
04-18-2026 12:20:10 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,2%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@56.093C soc2@54.968C soc0@54.031C gpu@55.343C tj@56.093C soc1@55.125C VDD_IN 6800mW/6751mW VDD_CPU_GPU_CV 1913mW/1905mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:10 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,6%@1510,1%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 50% cpu@56.312C soc2@55.093C soc0@53.875C gpu@55.5C tj@56.312C soc1@55.062C VDD_IN 6760mW/6751mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:11 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@1510,0%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 52% cpu@55.937C soc2@54.968C soc0@53.906C gpu@55.093C tj@55.937C soc1@55C VDD_IN 6760mW/6751mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:11 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@911,3%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 47% cpu@56.218C soc2@55.156C soc0@53.906C gpu@55.187C tj@56.218C soc1@54.968C VDD_IN 6760mW/6751mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:12 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@729,1%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 52% cpu@56.156C soc2@54.937C soc0@53.968C gpu@55.312C tj@56.156C soc1@54.937C VDD_IN 6760mW/6751mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:12 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,1%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 57% cpu@55.937C soc2@55.093C soc0@53.968C gpu@55.406C tj@55.937C soc1@55C VDD_IN 6760mW/6751mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:13 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,3%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 49% cpu@55.937C soc2@55.125C soc0@53.968C gpu@55.25C tj@55.937C soc1@55.031C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:13 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,1%@1510,0%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 55% cpu@55.968C soc2@55.093C soc0@54.062C gpu@55.375C tj@55.968C soc1@54.906C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:14 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 50% cpu@55.875C soc2@55.093C soc0@54.062C gpu@55.593C tj@55.875C soc1@54.937C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:14 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@1510,0%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 55% cpu@55.937C soc2@55C soc0@53.968C gpu@55.125C tj@55.937C soc1@54.968C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:15 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,1%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 45% cpu@55.812C soc2@54.937C soc0@54.093C gpu@55.25C tj@55.937C soc1@54.937C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:15 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@729,3%@729,1%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@55.843C soc2@55.093C soc0@54.062C gpu@55.281C tj@55.843C soc1@54.968C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:16 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [3%@1510,0%@1510,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 52% cpu@55.875C soc2@55.031C soc0@54.031C gpu@55.437C tj@55.875C soc1@54.875C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:16 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,1%@1510,1%@1510,0%@729,1%@1510,100%@1510] GR3D_FREQ 51% cpu@55.843C soc2@54.937C soc0@53.968C gpu@55.281C tj@55.843C soc1@54.937C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:17 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,1%@1510,3%@729,1%@729,1%@1510,100%@1510] GR3D_FREQ 54% cpu@55.75C soc2@55C soc0@54.062C gpu@55.468C tj@55.75C soc1@54.843C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:17 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,1%@1510,1%@1510,1%@1510,100%@1510] GR3D_FREQ 52% cpu@55.843C soc2@54.937C soc0@53.968C gpu@55.031C tj@55.843C soc1@55.187C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:18 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 54% cpu@56.218C soc2@54.968C soc0@53.968C gpu@55.187C tj@56.218C soc1@55.062C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1906mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:18 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,1%@729,0%@729,3%@729,1%@1510,100%@1510] GR3D_FREQ 47% cpu@55.75C soc2@55.062C soc0@54.031C gpu@55.156C tj@55.75C soc1@54.875C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:19 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,0%@729,1%@729,0%@729,0%@1510,100%@1510] GR3D_FREQ 51% cpu@55.75C soc2@54.937C soc0@53.968C gpu@55.406C tj@55.75C soc1@54.843C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:19 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [3%@1510,0%@1510,0%@729,0%@729,1%@1510,100%@1510] GR3D_FREQ 56% cpu@56.031C soc2@55.031C soc0@53.968C gpu@55.562C tj@55.812C soc1@55.093C VDD_IN 6760mW/6752mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:20 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,1%@1510,1%@1510,1%@1510,100%@1510] GR3D_FREQ 46% cpu@56.312C soc2@55C soc0@53.968C gpu@55.062C tj@56.312C soc1@55.031C VDD_IN 6760mW/6753mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:20 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [0%@1510,3%@1510,1%@1510,0%@1510,1%@1510,100%@1510] GR3D_FREQ 54% cpu@55.812C soc2@54.937C soc0@53.968C gpu@55.531C tj@55.812C soc1@55.031C VDD_IN 6760mW/6753mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:21 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,0%@1510,0%@1510,0%@1510,0%@1510,100%@1510] GR3D_FREQ 52% cpu@56.093C soc2@54.937C soc0@53.937C gpu@55.125C tj@56.093C soc1@55.062C VDD_IN 6760mW/6753mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
04-18-2026 12:20:21 RAM 3838/7620MB (lfb 50x4MB) SWAP 281/3810MB (cached 0MB) CPU [1%@1510,3%@1510,1%@1510,0%@1510,1%@1510,100%@1510] GR3D_FREQ 45% cpu@56.031C soc2@55.062C soc0@53.968C gpu@55.187C tj@56.031C soc1@54.968C VDD_IN 6760mW/6753mW VDD_CPU_GPU_CV 1913mW/1907mW VDD_SOC 1597mW/1597mW
